link,rooms,area_m2,price_kzt,floor,year_built,residential_complex,region,rating_2gis
https://krisha.kz/a/show/1000231156,2,44.53,28700000,6,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/760664669,1,37.5,23500000,3,2022,Mechta,Есильский р-н,
https://krisha.kz/a/show/1000672849,2,53.58,27808020,,2026,IZBASAR,Сарайшык р-н,
https://krisha.kz/a/show/1003094859,2,39,27900000,12,2025,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/1003094859,2,39,27900000,12,2025,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/1003094859,2,39,27900000,12,2025,Respublika,Нура р-н,
https://krisha.kz/a/show/697748050,1,35.77,19500000,1,2024,Green Town,Нура р-н,4.7
https://krisha.kz/a/show/696465106,2,78,36900000,12,2008,Адель,Алматы р-н,
https://krisha.kz/a/show/694620134,3,61,35999999,7,2023,Daryn,Байконур р-н,4.9
https://krisha.kz/a/show/1002502025,1,45.11,13500000,6,2025,Imran,Алматы р-н,4.9
https://krisha.kz/a/show/1002328375,2,45,20000000,14,2023,Алтын Саулет,Нура р-н,
https://krisha.kz/a/show/1000176877,1,45.53,17301400,,2026,Akan City,Сарыарка р-н,5
https://krisha.kz/a/show/682920203,2,66.37,29202800,,2024,BURABAY-2,Алматы р-н,
https://krisha.kz/a/show/685378118,2,53.1,31435200,,2025,Eco Park,Нура р-н,4.7
https://krisha.kz/a/show/1001415315,4,101.97,44000000,2,2025,Aisar,Есильский р-н,5
https://krisha.kz/a/show/1001658687,2,58,25900000,1,2024,Yrys,Алматы р-н,
https://krisha.kz/a/show/1001004800,4,121,115000000,2,2024,AIQYN,Есильский р-н,
https://krisha.kz/a/show/761729464,3,88.46,53429840,,2026,Arena Vista,Нура р-н,4.6
https://krisha.kz/a/show/699979993,2,58.14,27907200,,2026,Dariya,Нура р-н,
https://krisha.kz/a/show/686450133,2,72.63,38639160,,2024,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/760288056,2,47.49,27734160,,2026,MoD. Style,Есильский р-н,5
https://krisha.kz/a/show/697968789,1,44.06,39708194,,2026,GreenLine. 4YOU,Нура р-н,
https://krisha.kz/a/show/695736649,1,39.24,18050400,,2025,Sardar Family,Алматы р-н,4.8
https://krisha.kz/a/show/683999325,3,95.23,33835219,,2024,Yrys,Алматы р-н,
https://krisha.kz/a/show/1003094864,2,38.3,17300000,1,2020,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/1003060274,2,41.8,22450000,3,2025,A-City,Алматы р-н,3.9
https://krisha.kz/a/show/1003085004,2,71,33500000,8,2013,Магистральный-1,Алматы р-н,
https://krisha.kz/a/show/761794662,4,194,86000000,3,2007,Премиум,Есильский р-н,
https://krisha.kz/a/show/1002040700,2,55.1,27000000,13,2010,Мереке-2,Алматы р-н,
https://krisha.kz/a/show/699572154,3,60,55500000,6,2024,ALTYN ADAM,Есильский р-н,
https://krisha.kz/a/show/1001775605,3,105.7,41000000,11,2012,Алтын Гасыр,Алматы р-н,
https://krisha.kz/a/show/1003079320,1,48,22000000,2,2015,Магистральный 3,Алматы р-н,
https://krisha.kz/a/show/1003076803,3,100.8,112000000,18,2023,Nexpo Classic,Есильский р-н,
https://krisha.kz/a/show/690808034,3,84,52000000,3,2015,Comfort Town,Есильский р-н,
https://krisha.kz/a/show/1003009866,1,34.6,14990000,6,2017,Эксклюзив,Сарыарка р-н,
https://krisha.kz/a/show/1003029220,1,27,14500000,9,2018,KHAN RESIDENCE,Сарыарка р-н,
https://krisha.kz/a/show/699729405,4,165,185000000,12,2019,Central Park,Есильский р-н,
https://krisha.kz/a/show/699341568,1,30,21000000,3,2025,Arena Garden,Нура р-н,3.8
https://krisha.kz/a/show/1002527509,1,37,20900000,9,2024,Megapolis,Алматы р-н,4.4
https://krisha.kz/a/show/1002447011,2,71,22492000,8,2024,Kerim,Алматы р-н,4.5
https://krisha.kz/a/show/1002331840,3,83.1,33000000,6,2009,Лея,Сарыарка р-н,
https://krisha.kz/a/show/1002862752,2,73,47000000,,2024,Amal',Есильский р-н,
https://krisha.kz/a/show/1002868156,3,102.7,57500000,7,2025,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/1002800464,1,40.5,18500000,9,2010,Целиноград,Сарыарка р-н,
https://krisha.kz/a/show/690457486,2,70,31000000,10,2019,Сарыколь,Алматы р-н,
https://krisha.kz/a/show/1002580106,3,75,55200000,10,2020,Mechta,Нура р-н,
https://krisha.kz/a/show/1003085726,2,37,27700000,8,2025,Dauir,Нура р-н,
https://krisha.kz/a/show/1002580106,3,75,55200000,10,2020,Mechta,Нура р-н,
https://krisha.kz/a/show/1003085726,2,37,27700000,8,2025,Dauir,Нура р-н,
https://krisha.kz/a/show/760779779,2,66.1,24200000,,2024,Q Way,Алматы р-н,
https://krisha.kz/a/show/1002331997,1,40,25000000,11,2014,Айсанам,Есильский р-н,
https://krisha.kz/a/show/1000673166,4,99.06,38039040,,2026,Jetisu.Nauryz,Есильский р-н,4.3
https://krisha.kz/a/show/762069030,2,55.95,28534500,,2026,Baizaman,Нура р-н,4.6
https://krisha.kz/a/show/1002260056,3,81.9,29729700,,2025,Parkland,Сарыарка р-н,4.6
https://krisha.kz/a/show/1002691837,2,45,20000000,14,2025,A-City,Алматы р-н,3.9
https://krisha.kz/a/show/1003094863,3,52,25500000,6,2019,Табысты,Нура р-н,3.6
https://krisha.kz/a/show/1002826444,2,57.57,22452300,,2026,SHYRAQ,Сарыарка р-н,
https://krisha.kz/a/show/1002501202,4,116.39,59358900,,2027,Saryn,Сарайшык р-н,4.6
https://krisha.kz/a/show/1002501202,4,116.39,59358900,,2027,Saryn,Сарайшык р-н,4.6
https://krisha.kz/a/show/1002793050,1,48.2,18500000,5,2022,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/699681443,8,420,355000000,5,2014,Green Village,Есильский р-н,
https://krisha.kz/a/show/1000205453,1,33.3,21000000,13,2020,Bravo Family,Алматы р-н,4.6
https://krisha.kz/a/show/690477048,2,68.35,37934250,,2023,Aqzam,Есильский р-н,
https://krisha.kz/a/show/698215356,3,70.92,39076920,,2026,Auez,Сарайшык р-н,
https://krisha.kz/a/show/1002500787,3,89.52,38762160,,2026,Aisafa,Сарайшык р-н,
https://krisha.kz/a/show/1002240123,1,45,25500000,5,2022,EXPO AVENUE,Есильский р-н,
https://krisha.kz/a/show/688589232,2,74.75,39056875,,2025,Sultan Beibarys,Нура р-н,
https://krisha.kz/a/show/761990566,2,62,31000000,9,2024,Adam Armany,Алматы р-н,
https://krisha.kz/a/show/760927280,4,98,60000000,10,2022,Бухар Жырау De Luxe,Есильский р-н,
https://krisha.kz/a/show/697170928,2,54,27999999,8,2024,Eva,Нура р-н,4.9
https://krisha.kz/a/show/685982115,3,63,25900000,9,2022,Восток по Нажимеденова,Алматы р-н,
https://krisha.kz/a/show/699312596,4,140.9,73900000,8,2020,Асем Тас 2,Есильский р-н,4.8
https://krisha.kz/a/show/684903072,3,89,68000000,8,2019,Алматау,Есильский р-н,
https://krisha.kz/a/show/697968792,2,68.46,61956300,,2026,GreenLine. 4YOU,Нура р-н,
https://krisha.kz/a/show/1002813461,2,46,38500000,13,2019,Grand Turan Comfort,Нура р-н,
https://krisha.kz/a/show/761572005,2,65,38000000,9,2022,Dastur,Есильский р-н,4.5
https://krisha.kz/a/show/697995591,4,123.7,100000000,6,2022,Поколение Комфорт,Есильский р-н,
https://krisha.kz/a/show/1002430806,2,55,25400000,5,2021,Жети Жол,Сарыарка р-н,
https://krisha.kz/a/show/677730588,2,82.6,35887500,,2024,Gold Land,Есильский р-н,4.5
https://krisha.kz/a/show/677730588,2,82.6,35887500,,2024,Gold Land,Есильский р-н,2.8
https://krisha.kz/a/show/1001588144,3,94,57900000,2,2021,Expo New Life-2,Есильский р-н,
https://krisha.kz/a/show/1002991193,2,41,26500000,3,2021,AiSafi,Нура р-н,
https://krisha.kz/a/show/761361128,2,67,22600000,4,2025,A-City,Алматы р-н,3.9
https://krisha.kz/a/show/760864616,3,111.2,72500000,6,2020,Научный,Есильский р-н,
https://krisha.kz/a/show/1001495008,2,61,41000000,5,2023,Hazar,Есильский р-н,
https://krisha.kz/a/show/1000598296,3,78.3,49250000,1,2022,Alma Park,Есильский р-н,
https://krisha.kz/a/show/1003092920,3,90,58000000,15,2016,Арман кала,Есильский р-н,
https://krisha.kz/a/show/761715825,2,62.49,32182350,,2026,Aisar,Есильский р-н,5
https://krisha.kz/a/show/1002857032,1,38.1,17300000,2,2024,BURABAY-2,Алматы р-н,
https://krisha.kz/a/show/1002875441,2,55.26,55000000,,2023,GreenLine.Aqua Business,Есильский р-н,
https://krisha.kz/a/show/1001444695,1,36.1,14800000,11,2008,Махаббат,Сарыарка р-н,
https://krisha.kz/a/show/1001129249,3,84.36,30369600,,2026,Akan City,Сарыарка р-н,5
https://krisha.kz/a/show/761550619,4,130,86000000,1,2020,Highvill Ishim C,Алматы р-н,
https://krisha.kz/a/show/1002915948,2,56.2,54500000,6,2009,GAKKU,Есильский р-н,
https://krisha.kz/a/show/699374618,2,91.5,49000000,2,2016,G-park Premium,Есильский р-н,
https://krisha.kz/a/show/1002076834,2,50,27000000,4,2011,Зерде,Алматы р-н,
https://krisha.kz/a/show/1000964587,3,102,62000000,5,2016,Коркем 2,Есильский р-н,
https://krisha.kz/a/show/762147301,3,79,37165520,8,2025,Salman City,Есильский р-н,
https://krisha.kz/a/show/1002900770,2,65,40500000,2,2009,Нурсая,Есильский р-н,
https://krisha.kz/a/show/1002570144,3,94.6,40000000,2,2014,Кампус,Байконур р-н,
https://krisha.kz/a/show/1002478052,3,115,62000000,10,2008,Сана,Сарыарка р-н,
https://krisha.kz/a/show/1000603706,3,93.25,50700000,,2023,Zauzar,Алматы р-н,
https://krisha.kz/a/show/1002904336,3,85,54000000,5,2022,RAIYMBEK,Алматы р-н,
https://krisha.kz/a/show/762339095,2,56,38500000,7,2016,Expo Boulevard,Есильский р-н,
https://krisha.kz/a/show/698701477,1,38,14000000,2,2025,Boston Comfort House 2,Есильский р-н,
https://krisha.kz/a/show/1001691990,1,38,22000000,4,2024,Гималаи,Алматы р-н,4.9
https://krisha.kz/a/show/1000248179,4,114,63000000,11,2024,Комсомольский,Нура р-н,
https://krisha.kz/a/show/676104341,1,37,16835000,,2023,Atamura,Алматы р-н,4.8
https://krisha.kz/a/show/762070596,4,114.71,48407620,,2026,Jetisu Satti,Есильский р-н,3.8
https://krisha.kz/a/show/677311798,3,90.04,63028000,,2025,Istanbul,Нура р-н,4.8
https://krisha.kz/a/show/1002089973,1,37,21500000,4,2015,Сеным,Нура р-н,
https://krisha.kz/a/show/1002094919,2,64,26500000,5,2019,Спутник,Алматы р-н,
https://krisha.kz/a/show/1002492665,2,62.3,37500000,12,2023,Tamerlan,Алматы р-н,4.7
https://krisha.kz/a/show/760268992,2,52.3,28000000,5,2024,West Side,Нура р-н,
https://krisha.kz/a/show/760119183,1,36.2,19900000,4,2023,ONYX,Нура р-н,
https://krisha.kz/a/show/1001246858,3,94,58700000,4,2018,Orynbor Towers,Есильский р-н,
https://krisha.kz/a/show/1001104360,3,101,46000000,8,2018,Бастау,Алматы р-н,
https://krisha.kz/a/show/1001373574,3,96.83,60410025,,2026,Luna,Нура р-н,4.1
https://krisha.kz/a/show/690093075,3,93.04,47915600,,2024,Manar,Есильский р-н,4.8
https://krisha.kz/a/show/690093075,3,93.04,47915600,,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/1001924288,1,41,23000000,,2024,Manar,Есильский р-н,4.8
https://krisha.kz/a/show/1001924288,1,41,23000000,,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/762291596,3,97,41000000,9,2011,Астана Меруерт,Алматы р-н,
https://krisha.kz/a/show/761806287,3,105,107000000,17,2025,Capital Park. Light,Есильский р-н,
https://krisha.kz/a/show/698224919,2,71.4,21000000,3,2024,Даулеткерей,Сарыарка р-н,3.7
https://krisha.kz/a/show/1001310232,1,38.6,16000000,6,2024,Geneva,Алматы р-н,4.5
https://krisha.kz/a/show/1001128485,1,60,25555000,5,2016,Азия Плюс,Алматы р-н,
https://krisha.kz/a/show/1003078453,2,36,20500000,12,2023,Sauran,Нура р-н,3.9
https://krisha.kz/a/show/1000891817,2,62.7,27000000,17,2009,Нур Отау,Алматы р-н,
https://krisha.kz/a/show/1000891817,2,62.7,27000000,17,2009,Нур Отау,Алматы р-н,
https://krisha.kz/a/show/1000887338,3,78,46000000,8,2022,Запад по ул. Нажимеденова,Алматы р-н,
https://krisha.kz/a/show/1000495135,2,75,28999999,8,2011,Турсын Астана – 2,Алматы р-н,
https://krisha.kz/a/show/1001903837,4,120.2,52000000,11,2000,Титаник,Сарыарка р-н,
https://krisha.kz/a/show/1002139474,2,62,46900000,7,2023,Tandau,Нура р-н,
https://krisha.kz/a/show/697590268,2,57,32900000,2,2023,Баскару 2,Алматы р-н,3.6
https://krisha.kz/a/show/1002713107,1,28,12000000,17,2010,Тамыз,Сарыарка р-н,
https://krisha.kz/a/show/1001403705,3,96,59500000,9,2023,Улы Дала Авеню,Есильский р-н,
https://krisha.kz/a/show/1003075246,2,41.3,19500000,4,2025,AruPark,Есильский р-н,5
https://krisha.kz/a/show/1001229086,1,47,19000000,,2010,Енлик,Алматы р-н,
https://krisha.kz/a/show/1000263435,1,38.4,16600000,2,2023,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/1001622533,2,71,35500000,15,2011,Жар-Жар,Байконур р-н,
https://krisha.kz/a/show/1002925032,2,69,32000000,3,2013,Лазурный квартал,Есильский р-н,
https://krisha.kz/a/show/1002928936,2,66.7,26500000,4,2010,Эверест,Байконур р-н,
https://krisha.kz/a/show/761501878,1,35.9,16999000,2,2018,Араби,Есильский р-н,
https://krisha.kz/a/show/696753304,2,50,28500000,3,2023,Snegiri,Сарыарка р-н,4.5
https://krisha.kz/a/show/1003064322,2,60,27500000,9,2016,Мкр Сарайшик,Алматы р-н,
https://krisha.kz/a/show/1003045107,3,105.2,75000000,9,2022,Асем Тас 2,Нура р-н,4.8
https://krisha.kz/a/show/1002440049,2,65,38500000,2,2020,Galamat Park,Нура р-н,
https://krisha.kz/a/show/1002803127,2,65.7,29000000,7,2016,Ак Тилек,Сарыарка р-н,
https://krisha.kz/a/show/697799687,4,151,100000000,3,2016,Триумфальный,Есильский р-н,
https://krisha.kz/a/show/1003055476,1,39,29000000,2,2023,Murager,Алматы р-н,4.5
https://krisha.kz/a/show/1003018824,3,65,36000000,11,2024,Arai Apartments,Сарыарка р-н,
https://krisha.kz/a/show/1003007988,3,72,28000000,2,2018,Шыгыс,Нура р-н,
https://krisha.kz/a/show/679602294,3,120,95000000,16,2020,Esil Riverside,Есильский р-н,
https://krisha.kz/a/show/1000446042,2,66,44990000,13,2025,Assyl Tau,Есильский р-н,
https://krisha.kz/a/show/1003042755,1,38,15500000,11,2009,Махаббат-2,Сарыарка р-н,
https://krisha.kz/a/show/1003084164,2,74,39000000,4,2024,Silver,Нура р-н,
https://krisha.kz/a/show/760643035,3,93.8,53000000,6,2013,Vip-городок Saranda,Есильский р-н,
https://krisha.kz/a/show/760022246,3,95,43000000,12,2012,Сармат-2,Есильский р-н,
https://krisha.kz/a/show/1003071139,3,82.5,52000000,4,2016,Promenade Expo,Есильский р-н,
https://krisha.kz/a/show/693798853,4,136,90000000,,2014,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/1000866991,2,50.7,30000000,14,2018,Лазурный квартал,Есильский р-н,
https://krisha.kz/a/show/762138008,3,99.22,56000000,6,2025,TAMASHA,Алматы р-н,
https://krisha.kz/a/show/1002420969,1,39,23900000,15,2026,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/1002420969,1,39,23900000,15,2026,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/1003003034,2,42,28000000,3,2023,Anar,Есильский р-н,
https://krisha.kz/a/show/696396250,3,90.1,33500000,15,2007,Женис,Сарыарка р-н,
https://krisha.kz/a/show/1001200453,1,43.23,22500000,6,2025,Balausa,Сарайшык р-н,
https://krisha.kz/a/show/699782378,2,52,49500000,2,2024,Tumar Gold,Алматы р-н,
https://krisha.kz/a/show/697365714,1,40,26400000,9,2021,Аркада,Есильский р-н,
https://krisha.kz/a/show/696053501,3,93,35500000,6,2010,Эмират,Сарыарка р-н,
https://krisha.kz/a/show/1002971053,2,67.8,28800000,4,2025,Megapolis,Алматы р-н,4.4
https://krisha.kz/a/show/1002912643,3,76,55100000,11,2018,Highvill Park,Есильский р-н,
https://krisha.kz/a/show/1003018746,1,40,28000000,10,2020,Manhattan,Нура р-н,
https://krisha.kz/a/show/1003059693,4,160,67000000,2,2020,Эльбрус,Алматы р-н,
https://krisha.kz/a/show/1003052035,3,74,33990000,2,2017,Айдидар 2,Алматы р-н,
https://krisha.kz/a/show/681869089,2,58.6,27700000,7,2012,Жигер,Алматы р-н,
https://krisha.kz/a/show/1000426878,3,87,58000000,6,2020,Айсанам De Luxe,Есильский р-н,
https://krisha.kz/a/show/696511050,3,86,56000000,3,2021,Sat City,Есильский р-н,4.8
https://krisha.kz/a/show/761669339,2,59,41000000,1,2024,DOMBYRA,Алматы р-н,
https://krisha.kz/a/show/698708447,1,41,22000000,6,2024,Dauletti Qalashyq,Есильский р-н,4.9
https://krisha.kz/a/show/698708447,1,41,22000000,6,2024,Dauletti Qalashyq,Есильский р-н,4.7
https://krisha.kz/a/show/686219528,1,39,27500000,3,2020,Seven,Есильский р-н,
https://krisha.kz/a/show/1002307805,1,38.98,15500000,11,2025,Tasty,Алматы р-н,4.8
https://krisha.kz/a/show/1001356873,3,112,65000000,6,2018,Expo New Life,Есильский р-н,
https://krisha.kz/a/show/1000309779,1,39,17500000,12,2023,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/1000509563,2,61.01,37643170,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/1001372140,2,59.3,24906000,,2025,Eleven,Нура р-н,4.9
https://krisha.kz/a/show/698486525,2,54.3,22500000,10,2019,Сенатор-2,Алматы р-н,
https://krisha.kz/a/show/685443591,2,44.6,23500000,2,2016,Аспан,Алматы р-н,
https://krisha.kz/a/show/1001493410,2,50.8,34000000,7,2024,Айсанам De Luxe,Есильский р-н,
https://krisha.kz/a/show/1001455737,2,45,40000000,,2023,Sunset Avenue,Алматы р-н,4.7
https://krisha.kz/a/show/1002089117,3,109,50000000,12,2017,Аксиома,Алматы р-н,
https://krisha.kz/a/show/694453376,2,43,25900000,12,2022,СОЗАК,Алматы р-н,
https://krisha.kz/a/show/693828409,2,48,23400000,1,2024,Jetisu.Aqsu,Есильский р-н,4.8
https://krisha.kz/a/show/1002489576,1,38.77,22000000,6,2025,BAIMURA 2,Нура р-н,
https://krisha.kz/a/show/1002097072,1,41,20700000,10,2025,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/1002097072,1,41,20700000,10,2025,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/1002097072,1,41,20700000,10,2025,Respublika,Нура р-н,
https://krisha.kz/a/show/1001733295,2,40,21000000,14,2020,Биик Шанырак,Алматы р-н,
https://krisha.kz/a/show/1001502080,2,63,36000000,8,2021,Inju Ishim,Сарыарка р-н,
https://krisha.kz/a/show/686616897,1,40.03,24718525,,2024,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/761786675,7,260,289500000,14,2025,Garden View,Есильский р-н,4.7
https://krisha.kz/a/show/1002046646,2,76.7,70000000,9,2023,Four Seasons,Нура р-н,5
https://krisha.kz/a/show/698931401,3,80.11,60500000,25,2024,Nexpo Union,Есильский р-н,
https://krisha.kz/a/show/1002724508,3,110,54000000,13,2011,Улытау,Байконур р-н,
https://krisha.kz/a/show/1001467046,3,81,32000000,4,2021,Отау,Алматы р-н,
https://krisha.kz/a/show/1000452677,3,86,42555555,6,2021,Багыстан,Есильский р-н,
https://krisha.kz/a/show/1000101765,2,51,35000000,5,2016,Коркем 2,Есильский р-н,
https://krisha.kz/a/show/694458130,1,41.5,10997500,,2024,KHAN RESIDENCE,Сарыарка р-н,
https://krisha.kz/a/show/1000482560,3,85.91,33075350,,2025,Sardar Compass,Сарайшык р-н,4.3
https://krisha.kz/a/show/1002626559,2,68.5,29000000,3,2017,Саржайлау,Нура р-н,
https://krisha.kz/a/show/1002966770,3,81,59000000,7,2017,Expo Plaza,Есильский р-н,
https://krisha.kz/a/show/1002260766,4,204,130000000,4,2009,Нурсая,Есильский р-н,
https://krisha.kz/a/show/761857579,3,90,36500000,16,2024,Арыстан,Алматы р-н,
https://krisha.kz/a/show/698900416,3,101,75000000,10,2024,Izet,Есильский р-н,
https://krisha.kz/a/show/1001585741,1,63,26500000,,2009,Алатау,Есильский р-н,
https://krisha.kz/a/show/761759454,3,101.88,70500960,,2025,Landmark Gold,Есильский р-н,4.5
https://krisha.kz/a/show/761759454,3,101.88,70500960,,2025,Landmark Gold,Есильский р-н,2.8
https://krisha.kz/a/show/1002757910,2,68,53000000,5,2020,Paris,Нура р-н,
https://krisha.kz/a/show/1000513124,3,119.94,109385280,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/688589234,3,91.01,54606000,,2025,Sultan Beibarys,Нура р-н,
https://krisha.kz/a/show/1001366142,1,42.5,24000000,,2024,BUQAR JYRAU EXCLUSIVE 2,Есильский р-н,
https://krisha.kz/a/show/1001129248,3,71.69,25808400,,2026,Akan City,Сарыарка р-н,5
https://krisha.kz/a/show/699302391,3,84,42000000,5,2022,Алем-Тау,Есильский р-н,
https://krisha.kz/a/show/1002721082,3,88.39,33660000,11,2025,Madrid,Нура р-н,4.4
https://krisha.kz/a/show/760415887,2,65.94,35343840,,2026,ABYROI,Есильский р-н,4.9
https://krisha.kz/a/show/682920198,2,63.11,27768400,,2024,BURABAY-2,Алматы р-н,
https://krisha.kz/a/show/1002500327,3,84.59,38065500,,2026,Aitau,Нура р-н,
https://krisha.kz/a/show/1000515639,2,42.25,19139250,,2026,SPACE PLUS,Нура р-н,
https://krisha.kz/a/show/698766014,3,93.5,73491000,,2026,Salzburg,Алматы р-н,4.4
https://krisha.kz/a/show/1001358902,2,75.2,75000000,10,2024,Evolution,Нура р-н,4.7
https://krisha.kz/a/show/1001358902,2,75.2,75000000,10,2024,Evolution,Нура р-н,4.8
https://krisha.kz/a/show/695820695,1,41,17500000,6,2017,Меркурий,Есильский р-н,
https://krisha.kz/a/show/1001735451,3,79,51000000,4,2007,Авиценна,Есильский р-н,
https://krisha.kz/a/show/1001732876,4,120,51900000,11,2000,Титаник,Сарыарка р-н,
https://krisha.kz/a/show/1000510863,4,109.52,65492960,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/1002717238,2,52.9,33379900,,2026,Jetisu.Aspan,Есильский р-н,
https://krisha.kz/a/show/684969696,3,90.44,48747160,,2026,Aisar,Есильский р-н,5
https://krisha.kz/a/show/699607422,3,109.54,57508500,,2025,Isma,Сарайшык р-н,4.9
https://krisha.kz/a/show/1003094000,1,37,25000000,1,2020,Mechta,Нура р-н,
https://krisha.kz/a/show/761656605,1,43.8,21400000,5,2013,Vip-городок Saranda,Есильский р-н,
https://krisha.kz/a/show/691420868,3,105,60000000,4,2017,Олимп палас-2,Есильский р-н,
https://krisha.kz/a/show/682153340,1,38.59,18523200,,2024,BURABAY-2,Алматы р-н,
https://krisha.kz/a/show/1002501509,2,63.94,30051800,,2026,Ayala,Нура р-н,
https://krisha.kz/a/show/1000510237,3,76.29,44934810,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/675949498,1,35.8,16289000,,2023,Atamura,Алматы р-н,4.8
https://krisha.kz/a/show/761448245,3,69.9,20400000,3,2024,Aq-Jol,Есильский р-н,
https://krisha.kz/a/show/675536322,2,84,43000000,9,2017,ЛЕЯ-Комфорт,Сарыарка р-н,
https://krisha.kz/a/show/1000138025,6,250,170000000,14,2016,Авиценна-2,Есильский р-н,
https://krisha.kz/a/show/697319777,4,148.2,55000000,,2008,Рахат,Байконур р-н,
https://krisha.kz/a/show/1002933869,1,40,20000000,2,2021,Кернай,Алматы р-н,
https://krisha.kz/a/show/1002297447,2,62,38990000,4,2019,Akbulak Life,Алматы р-н,
https://krisha.kz/a/show/760515487,2,73.5,38500000,7,2017,Аруна,Есильский р-н,
https://krisha.kz/a/show/686475809,3,88.39,33000000,11,2025,Madrid 3,Нура р-н,4.4
https://krisha.kz/a/show/1002923145,3,115.4,48000000,16,2016,Эдем палас-2,Байконур р-н,
https://krisha.kz/a/show/682858526,2,70,46900000,11,2016,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/761163993,3,92.4,57000000,9,2023,Otbasym,Есильский р-н,
https://krisha.kz/a/show/1002737568,3,85.8,55000000,15,2018,Millenium Park,Сарайшык р-н,
https://krisha.kz/a/show/1002611230,1,40.2,29800000,6,2021,Bucharest,Есильский р-н,
https://krisha.kz/a/show/1002582611,1,34.4,20500000,8,2016,Камал,Есильский р-н,
https://krisha.kz/a/show/1001902126,3,97.5,43000000,3,2007,Новый мир,Есильский р-н,
https://krisha.kz/a/show/761386860,3,83,90000000,11,2024,Dara Residence,Есильский р-н,4.7
https://krisha.kz/a/show/760399150,3,90,41000000,1,1998,Мкр Самал,Сарыарка р-н,
https://krisha.kz/a/show/1002782639,2,60,39000000,5,2024,Delta,Нура р-н,4.8
https://krisha.kz/a/show/1002782639,2,60,39000000,5,2024,Delta,Нура р-н,5
https://krisha.kz/a/show/1001983265,1,39.13,23500000,4,2025,MoD.Comfort,Есильский р-н,
https://krisha.kz/a/show/699840009,1,28,15500000,9,2024,Гималаи,Алматы р-н,4.9
https://krisha.kz/a/show/761731591,2,80.1,28000000,10,2010,Эмират,Сарыарка р-н,
https://krisha.kz/a/show/1002757772,4,260,289000000,,2024,Garden View,Есильский р-н,4.7
https://krisha.kz/a/show/1002260058,3,82.1,29802300,,2025,Parkland,Сарыарка р-н,4.6
https://krisha.kz/a/show/689144276,4,129.8,97350000,,2023,Golden Residence,Алматы р-н,4.6
https://krisha.kz/a/show/696998319,1,39.5,21088700,,2025,Qasiet,Алматы р-н,4.9
https://krisha.kz/a/show/1000482553,2,66.1,25779000,,2025,Sardar Compass,Сарайшык р-н,4.3
https://krisha.kz/a/show/679559059,2,63.42,17123400,,2023,Амирель,Алматы р-н,
https://krisha.kz/a/show/761833985,2,57.2,24500000,9,2010,Кулан,Алматы р-н,
https://krisha.kz/a/show/1002720730,1,38.3,12639000,8,2025,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/1002439625,3,105,78000000,6,2023,Inju Promenade,Алматы р-н,4.2
https://krisha.kz/a/show/760034036,3,90.6,49000000,10,2025,Washington,Есильский р-н,4.2
https://krisha.kz/a/show/1001676179,2,64.2,29000000,16,2025,Dauletti Qalashyq,Алматы р-н,4.9
https://krisha.kz/a/show/1001676179,2,64.2,29000000,16,2025,Dauletti Qalashyq,Алматы р-н,4.7
https://krisha.kz/a/show/696911051,3,90,69000000,9,2023,GreenLine.Asyl Mura Ualihanov,Нура р-н,
https://krisha.kz/a/show/695635440,3,114.8,55600000,4,2020,Научный,Есильский р-н,
https://krisha.kz/a/show/689825735,3,80,38500000,13,2015,Магистральный 3,Алматы р-н,
https://krisha.kz/a/show/683828517,3,89,67500000,12,2021,Alpamys,Есильский р-н,
https://krisha.kz/a/show/761794813,2,73.47,36000300,,2026,Turan Plaza,Сарыарка р-н,4.5
https://krisha.kz/a/show/1002414535,3,66,42500000,8,2023,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/1002414535,3,66,42500000,8,2023,Respublika,Нура р-н,4.9
